X , Y, Z, Vx, Vy, Vz, AirSpeed
8936.005859375,-19.065174102783203,-51855.49609375,-0.06503070145845413,0.000799640838522464,-2.2890082618687302e-05,9.575111898668827e-17
8935.935546875,-19.064414978027344,-51855.49609375,-0.08246736228466034,0.0008212444954551756,9.641767246648669e-05,1.4413637062987533e-17
8935.86328125,-19.063920974731445,-51855.49609375,-0.05512716621160507,0.00034422281896695495,9.903605678118765e-05,2.1984070129689197e-18
8935.8330078125,-19.063617706298828,-51855.49609375,-0.012227109633386135,0.00013637983647640795,0.0003274734190199524,2.663025005559276e-19
8935.82421875,-19.063522338867188,-51855.49609375,-0.004779129754751921,-8.546127355657518e-05,-0.0002733587461989373,3.9302837339429285e-20
8935.8212890625,-19.063549041748047,-51855.49609375,-0.0007446558447554708,-1.8823575373971835e-05,-7.616310085722944e-06,4.815877030232838e-21
8935.8203125,-19.06354522705078,-51855.49609375,-0.0004403334460221231,2.7757175757869845e-07,1.3352414498513099e-05,7.604470694262627e-22
8935.8203125,-19.063533782958984,-51855.49609375,-7.420261681545526e-05,1.8433887817081995e-05,-3.900183855876094e-06,8.992331481519975e-23
8935.8203125,-19.063520431518555,-51855.49609375,-6.522494368255138e-05,-4.298326530260965e-06,2.0706799830350064e-07,1.4167454341729945e-23
8935.8203125,-19.063508987426758,-51855.49609375,-6.0935730289202183e-05,-4.448157596925739e-06,6.361715918501432e-07,1.7696471327320908e-24
8935.8203125,-19.063495635986328,-51855.49609375,1.9371818780200556e-05,1.3138394024281297e-05,1.1696900514834851e-07,2.2167738389380063e-25
8935.8203125,-19.0634822845459,-51855.49609375,3.184307206538506e-05,-2.297030277986778e-06,1.2846062418248039e-06,3.495398913905967e-26
8935.03125,-19.07179069519043,-51855.4921875,-2.747910261154175,-0.008765901438891888,0.00845683366060257,0.6619832515716553
8930.060546875,-19.103832244873047,-51855.4765625,-7.429859161376953,-0.05105093494057655,0.025194576010107994,6.172618865966797
8920.2138671875,-19.172496795654297,-51855.44140625,-12.172064781188965,-0.07039245963096619,0.04237128049135208,14.597709655761719
8905.1875,-19.269567489624023,-51855.390625,-16.966651916503906,-0.09276245534420013,0.05925777927041054,23.819887161254883
8886.60546875,-19.233774185180664,-51855.3515625,-21.354036331176758,0.043768901377916336,0.047097187489271164,32.45507049560547
8862.265625,-19.198144912719727,-51855.28515625,-25.93893814086914,-0.018250662833452225,0.05739559233188629,41.44061279296875
8834.2119140625,-19.18476104736328,-51855.2421875,-30.3283748626709,0.08399130403995514,0.030405094847083092,49.99980545043945
8800.8720703125,-19.086292266845703,-51855.23828125,-34.782535552978516,0.024916499853134155,-0.02786683477461338,58.68380355834961
8764.2568359375,-18.996200561523438,-51855.30859375,-39.01369857788086,0.22722195088863373,-0.11577872186899185,66.9583740234375
8724.970703125,-19.167104721069336,-51855.44921875,-43.116615295410156,-0.30527251958847046,-0.19681498408317566,74.75638580322266
8679.279296875,-19.34081268310547,-51855.70703125,-47.349365234375,0.07315655052661896,-0.3096136748790741,82.92813110351562
8629.3017578125,-19.24040985107422,-51856.0703125,-51.485206604003906,0.23796404898166656,-0.4065133333206177,91.02702331542969
8575.0849609375,-19.16248893737793,-51856.51953125,-55.58147430419922,0.14002849161624908,-0.4775213301181793,98.9530258178711
8518.5498046875,-19.053020477294922,-51857.01171875,-59.5029411315918,-0.0063566965982317924,-0.5195732116699219,106.53917694091797
8456.5595703125,-18.75214385986328,-51857.55078125,-63.4243049621582,0.5986636877059937,-0.5564272999763489,114.22381591796875
8390.47265625,-18.02393913269043,-51858.13671875,-67.24811553955078,1.0533267259597778,-0.598803699016571,121.78471374511719
8320.6240234375,-16.844762802124023,-51858.76171875,-70.98155975341797,1.0866414308547974,-0.6382831335067749,129.1404571533203
8246.94921875,-15.761628150939941,-51859.421875,-74.69905090332031,0.6660891175270081,-0.6624478697776794,136.2916717529297
8173.591796875,-15.201454162597656,-51860.0546875,-78.2149429321289,0.8117625713348389,-0.6448500156402588,143.00283813476562
8092.341796875,-14.279346466064453,-51860.6953125,-81.849853515625,1.1765514612197876,-0.6111366152763367,150.1068878173828
8007.21728515625,-12.6730318069458,-51861.265625,-85.35289764404297,2.020354747772217,-0.5009978413581848,157.10107421875
7923.21826171875,-10.259361267089844,-51861.67578125,-88.52841186523438,2.9478445053100586,-0.34449058771133423,163.55819702148438
7831.05078125,-6.765627861022949,-51861.93359375,-91.74024200439453,3.8879477977752686,-0.16432569921016693,170.14097595214844
7736.6220703125,-2.331127882003784,-51862.015625,-94.76204681396484,4.865165710449219,-0.00432696333155036,176.37277221679688
7640.55224609375,2.983994960784912,-51861.953125,-97.6163101196289,5.708276271820068,0.11986499279737473,182.23974609375
7541.6943359375,8.932029724121094,-51861.78515625,-100.41620635986328,6.132384300231934,0.20991113781929016,187.87823486328125
7439.79052734375,15.115804672241211,-51861.54296875,-103.21014404296875,6.190608501434326,0.2716551721096039,193.362060546875
7335.9755859375,21.24760627746582,-51861.25,-105.95989227294922,6.1615095138549805,0.3107391595840454,198.69102478027344
7231.45947265625,27.230911254882812,-51860.9375,-108.62681579589844,6.126567363739014,0.332908034324646,203.84532165527344
7120.4619140625,33.374393463134766,-51860.59375,-111.07994079589844,6.015496253967285,0.34416669607162476,209.0202178955078
7007.53662109375,39.311588287353516,-51860.24609375,-112.88690185546875,5.747030735015869,0.3483167886734009,213.4866485595703
6891.35302734375,45.00053024291992,-51859.88671875,-114.07035827636719,5.363089561462402,0.3490699827671051,216.8659210205078
