X , Y, Z, Vx, Vy, Vz, AirSpeed
5686.466796875,-6.069693565368652,-51844.65625,7.510974683100358e-05,5.068642713013105e-05,3.4045850043185055e-05,-4.718862328445539e-05
5686.466796875,-6.069682598114014,-51844.65625,3.0739469366380945e-05,4.973983595846221e-05,-1.1335077942931093e-05,-8.313914804602973e-06
5686.466796875,-6.069669723510742,-51844.65625,4.2976756958523765e-05,4.678671029978432e-05,8.638374993097386e-07,-1.296008576900931e-06
5686.466796875,-6.069655418395996,-51844.65625,2.0844279788434505e-05,4.604968489729799e-05,-1.6705125744920224e-06,-1.8067508733565774e-07
5686.466796875,-6.069643974304199,-51844.65625,6.203172233654186e-07,4.790343518834561e-05,1.0430005659145536e-07,-2.7495113741338173e-08
5686.466796875,-6.069632053375244,-51844.65625,4.32040287705604e-05,4.723474194179289e-05,2.9372607457389677e-08,-4.012781662510179e-09
5686.466796875,-6.069619655609131,-51844.65625,9.06916829990223e-05,4.6115066652419046e-05,1.0361676459069713e-06,-5.752602838526855e-10
5686.466796875,-6.069607734680176,-51844.65625,5.928559403400868e-07,4.8403016990050673e-05,-2.6149884888582164e-06,-8.470233542334782e-11
5686.466796875,-6.069595813751221,-51844.65625,-1.0543109965510666e-05,4.8296777094947174e-05,2.9216485586402996e-07,-1.2634638994757363e-11
5686.466796875,-6.069584369659424,-51844.65625,6.455296534113586e-05,4.652943243854679e-05,1.1984802767983638e-06,-1.8663007337466064e-12
5686.46728515625,-6.0695719718933105,-51844.65625,-2.5686458684504032e-05,4.416293086251244e-05,-2.4982180093502393e-06,-2.7161343378427627e-13
5686.46728515625,-6.0695600509643555,-51844.65625,3.852309237117879e-05,4.001514025731012e-05,-3.681836062696675e-07,-3.943969039158987e-14
5686.46728515625,-6.069547653198242,-51844.65625,-1.1008567526005208e-05,3.486328205326572e-05,-1.7513601733298856e-06,-5.727251812859052e-15
5686.82275390625,-6.074023246765137,-51844.65625,1.797410488128662,-0.018104638904333115,-0.0026777919847518206,0.23799875378608704
5690.58447265625,-6.073731899261475,-51844.6640625,6.133408069610596,-0.03983333334326744,-0.00688722962513566,4.431843280792236
5699.453125,-6.094817161560059,-51844.671875,10.83466911315918,-0.042943019419908524,-0.011477473191916943,12.470633506774902
5712.28955078125,-6.101179122924805,-51844.68359375,15.204748153686523,-0.00013889653200749308,-0.013726931065320969,20.811359405517578
5730.1064453125,-6.093005657196045,-51844.69921875,19.676061630249023,-0.021491477265954018,-0.015946319326758385,29.496755599975586
5751.138671875,-6.237527847290039,-51844.734375,23.892017364501953,-0.27874717116355896,-0.060701172798871994,37.641990661621094
5778.9013671875,-6.4648756980896,-51844.78515625,28.49266242980957,-0.16649286448955536,-0.05629837140440941,46.54949951171875
5809.18994140625,-6.583475112915039,-51844.8671875,32.73250198364258,0.021819747984409332,-0.1109294667840004,54.809322357177734
5843.7119140625,-6.624691963195801,-51845.0078125,36.905120849609375,0.07897534221410751,-0.18234632909297943,62.972660064697266
5881.38671875,-6.663195610046387,-51845.2265625,40.9330940246582,-0.1306428760290146,-0.27319157123565674,70.82511138916016
5925.1748046875,-6.669145584106445,-51845.5703125,45.10445022583008,-0.0439302921295166,-0.4026499092578888,78.97235870361328
5974.4326171875,-7.0617475509643555,-51846.0703125,49.34144973754883,-0.14810694754123688,-0.5660447478294373,87.22216796875
6022.76953125,-7.479735374450684,-51846.6796875,53.129127502441406,-0.4736988842487335,-0.7299447655677795,94.59842681884766
6078.76708984375,-7.907588005065918,-51847.51171875,57.1497688293457,-0.6322632431983948,-0.8952422738075256,102.44568634033203
6140.08740234375,-8.382990837097168,-51848.51171875,61.20616912841797,-0.7083922624588013,-1.0236371755599976,110.34546661376953
6203.09716796875,-8.887228012084961,-51849.58203125,65.06600189208984,-0.7183509469032288,-1.1200979948043823,117.8602294921875
6268.390625,-8.985305786132812,-51850.72265625,68.722412109375,-0.29565566778182983,-1.2055200338363647,125.09182739257812
6341.05322265625,-9.072928428649902,-51852.00390625,72.53417205810547,-0.2605632245540619,-1.2787152528762817,132.54237365722656
6415.81005859375,-9.677515029907227,-51853.3125,76.28207397460938,-0.6999934911727905,-1.3288131952285767,139.7359619140625
6491.28369140625,-9.772377967834473,-51854.60546875,79.75138854980469,0.07465551048517227,-1.337991714477539,146.6243133544922
6575.52783203125,-9.860298156738281,-51855.98046875,83.44397735595703,-0.5068859457969666,-1.3205283880233765,153.80517578125
6659.8876953125,-10.493714332580566,-51857.28515625,86.95623016357422,0.03669361025094986,-1.327205777168274,160.63528442382812
6746.3857421875,-10.473166465759277,-51858.578125,90.32652282714844,0.027835654094815254,-1.3189113140106201,167.26841735839844
6839.7041015625,-10.583112716674805,-51859.90234375,93.7972640991211,-0.200643852353096,-1.2958042621612549,174.0247344970703
6936.52197265625,-10.674276351928711,-51861.19921875,97.21053314208984,-0.02162032015621662,-1.2594470977783203,180.69467163085938
7032.29443359375,-10.34765625,-51862.39453125,100.36254119873047,0.8084043264389038,-1.1998025178909302,186.96954345703125
7133.50244140625,-10.319910049438477,-51863.53125,103.66728973388672,-0.5626927614212036,-1.0814239978790283,193.23995971679688
7242.7939453125,-11.120923042297363,-51864.53515625,107.08079528808594,0.06047316640615463,-0.8522862195968628,199.85789489746094
7351.7646484375,-11.004203796386719,-51865.3359375,109.97013092041016,-0.01488841325044632,-0.7628481388092041,206.05918884277344
7463.78759765625,-11.206771850585938,-51866.04296875,112.25148010253906,-0.39742469787597656,-0.6162121891975403,211.5012664794922
